Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Trondheim - Voll;SN68860;10.05.2023 04:00;12,3
Trondheim - Voll;SN68860;10.05.2023 05:00;11,9
Trondheim - Voll;SN68860;10.05.2023 06:00;12,2
Trondheim - Voll;SN68860;10.05.2023 07:00;12,6
Trondheim - Voll;SN68860;10.05.2023 08:00;13,8
Trondheim - Voll;SN68860;10.05.2023 09:00;14,3
Trondheim - Voll;SN68860;10.05.2023 10:00;14,2
Trondheim - Voll;SN68860;10.05.2023 11:00;14,7
Trondheim - Voll;SN68860;10.05.2023 12:00;16,2
Trondheim - Voll;SN68860;10.05.2023 13:00;16,4
Trondheim - Voll;SN68860;10.05.2023 14:00;17
Trondheim - Voll;SN68860;10.05.2023 15:00;16,6
Trondheim - Voll;SN68860;10.05.2023 16:00;16,1
Trondheim - Voll;SN68860;10.05.2023 17:00;16,4
Trondheim - Voll;SN68860;10.05.2023 18:00;16,5
Trondheim - Voll;SN68860;10.05.2023 19:00;15,8
Trondheim - Voll;SN68860;10.05.2023 20:00;13,7
Trondheim - Voll;SN68860;10.05.2023 21:00;11,8
Trondheim - Voll;SN68860;10.05.2023 22:00;10,7
Trondheim - Voll;SN68860;10.05.2023 23:00;9
Trondheim - Voll;SN68860;11.05.2023 00:00;8,3
Trondheim - Voll;SN68860;11.05.2023 01:00;8,2
Trondheim - Voll;SN68860;11.05.2023 02:00;6
Trondheim - Voll;SN68860;11.05.2023 03:00;6
Trondheim - Voll;SN68860;11.05.2023 04:00;5,6
Trondheim - Voll;SN68860;11.05.2023 05:00;7,6
Trondheim - Voll;SN68860;11.05.2023 06:00;8,2
Trondheim - Voll;SN68860;11.05.2023 07:00;8,4
Trondheim - Voll;SN68860;11.05.2023 08:00;9,4
Trondheim - Voll;SN68860;11.05.2023 09:00;12,1
Trondheim - Voll;SN68860;11.05.2023 10:00;12,5
Trondheim - Voll;SN68860;11.05.2023 11:00;13,9
Trondheim - Voll;SN68860;11.05.2023 12:00;15,1
Trondheim - Voll;SN68860;11.05.2023 13:00;17,3
Trondheim - Voll;SN68860;11.05.2023 14:00;16,9
Trondheim - Voll;SN68860;11.05.2023 15:00;16
Trondheim - Voll;SN68860;11.05.2023 16:00;15
Trondheim - Voll;SN68860;11.05.2023 17:00;14,6
Trondheim - Voll;SN68860;11.05.2023 18:00;14,9
Trondheim - Voll;SN68860;11.05.2023 19:00;12,7
Trondheim - Voll;SN68860;11.05.2023 20:00;12,2
Trondheim - Voll;SN68860;11.05.2023 21:00;11,1
Trondheim - Voll;SN68860;11.05.2023 22:00;10,9
Trondheim - Voll;SN68860;11.05.2023 23:00;10,7
Trondheim - Voll;SN68860;12.05.2023 00:00;10,3
Trondheim - Voll;SN68860;12.05.2023 01:00;10,3
Trondheim - Voll;SN68860;12.05.2023 02:00;9,8
Trondheim - Voll;SN68860;12.05.2023 03:00;9,8
Trondheim - Voll;SN68860;12.05.2023 04:00;9,4
Trondheim - Voll;SN68860;12.05.2023 05:00;9,4
Trondheim - Voll;SN68860;12.05.2023 06:00;10,2
Trondheim - Voll;SN68860;12.05.2023 07:00;10,1
Trondheim - Voll;SN68860;12.05.2023 08:00;10,2
Trondheim - Voll;SN68860;12.05.2023 09:00;10,6
Trondheim - Voll;SN68860;12.05.2023 10:00;10,7
Trondheim - Voll;SN68860;12.05.2023 11:00;11,3
Trondheim - Voll;SN68860;12.05.2023 12:00;12,1
Trondheim - Voll;SN68860;12.05.2023 13:00;14
Trondheim - Voll;SN68860;12.05.2023 14:00;13,3
Trondheim - Voll;SN68860;12.05.2023 15:00;12,6
Trondheim - Voll;SN68860;12.05.2023 16:00;12,4
Trondheim - Voll;SN68860;12.05.2023 17:00;12,7
Trondheim - Voll;SN68860;12.05.2023 18:00;12,7
Trondheim - Voll;SN68860;12.05.2023 19:00;12,4
Trondheim - Voll;SN68860;12.05.2023 20:00;12
Trondheim - Voll;SN68860;12.05.2023 21:00;11,2
Trondheim - Voll;SN68860;12.05.2023 22:00;10,5
Trondheim - Voll;SN68860;12.05.2023 23:00;10,1
Trondheim - Voll;SN68860;13.05.2023 00:00;9,1
Trondheim - Voll;SN68860;13.05.2023 01:00;8,8
Trondheim - Voll;SN68860;13.05.2023 02:00;7,6
Trondheim - Voll;SN68860;13.05.2023 03:00;6,3
Trondheim - Voll;SN68860;13.05.2023 04:00;7,5
Trondheim - Voll;SN68860;13.05.2023 05:00;7
Trondheim - Voll;SN68860;13.05.2023 06:00;7,6
Trondheim - Voll;SN68860;13.05.2023 07:00;9,4
Trondheim - Voll;SN68860;13.05.2023 08:00;10,8
Trondheim - Voll;SN68860;13.05.2023 09:00;11,5
Trondheim - Voll;SN68860;13.05.2023 10:00;12,2
Trondheim - Voll;SN68860;13.05.2023 11:00;13,5
Trondheim - Voll;SN68860;13.05.2023 12:00;14,9
Trondheim - Voll;SN68860;13.05.2023 13:00;15,6
Trondheim - Voll;SN68860;13.05.2023 14:00;16,5
Trondheim - Voll;SN68860;13.05.2023 15:00;16,9
Trondheim - Voll;SN68860;13.05.2023 16:00;17,4
Trondheim - Voll;SN68860;13.05.2023 17:00;17,4
Trondheim - Voll;SN68860;13.05.2023 18:00;16,6
Trondheim - Voll;SN68860;13.05.2023 19:00;15,7
Trondheim - Voll;SN68860;13.05.2023 20:00;14,6
Trondheim - Voll;SN68860;13.05.2023 21:00;12,9
Trondheim - Voll;SN68860;13.05.2023 22:00;11,5
Trondheim - Voll;SN68860;13.05.2023 23:00;9,5
Trondheim - Voll;SN68860;14.05.2023 00:00;8,4
Trondheim - Voll;SN68860;14.05.2023 01:00;8,1
Trondheim - Voll;SN68860;14.05.2023 02:00;7
Trondheim - Voll;SN68860;14.05.2023 03:00;7,8
Trondheim - Voll;SN68860;14.05.2023 04:00;6,9
Trondheim - Voll;SN68860;14.05.2023 05:00;7,8
Trondheim - Voll;SN68860;14.05.2023 06:00;9,5
Trondheim - Voll;SN68860;14.05.2023 07:00;11,1
Trondheim - Voll;SN68860;14.05.2023 08:00;13,9
Trondheim - Voll;SN68860;14.05.2023 09:00;13,6
Trondheim - Voll;SN68860;14.05.2023 10:00;15,1
Trondheim - Voll;SN68860;14.05.2023 11:00;16,2
Trondheim - Voll;SN68860;14.05.2023 12:00;17,6
Trondheim - Voll;SN68860;14.05.2023 13:00;19
Trondheim - Voll;SN68860;14.05.2023 14:00;20,3
Trondheim - Voll;SN68860;14.05.2023 15:00;20,7
Trondheim - Voll;SN68860;14.05.2023 16:00;20,7
Trondheim - Voll;SN68860;14.05.2023 17:00;19,9
Trondheim - Voll;SN68860;14.05.2023 18:00;19,3
Trondheim - Voll;SN68860;14.05.2023 19:00;19
Trondheim - Voll;SN68860;14.05.2023 20:00;17,8
Trondheim - Voll;SN68860;14.05.2023 21:00;16,3
Trondheim - Voll;SN68860;14.05.2023 22:00;15
Trondheim - Voll;SN68860;14.05.2023 23:00;13,9
Trondheim - Voll;SN68860;15.05.2023 00:00;13,9
Trondheim - Voll;SN68860;15.05.2023 01:00;13,3
Trondheim - Voll;SN68860;15.05.2023 02:00;13,1
Trondheim - Voll;SN68860;15.05.2023 03:00;12,9
Trondheim - Voll;SN68860;15.05.2023 04:00;12,5
Trondheim - Voll;SN68860;15.05.2023 05:00;12,4
Trondheim - Voll;SN68860;15.05.2023 06:00;13,1
Trondheim - Voll;SN68860;15.05.2023 07:00;13,8
Trondheim - Voll;SN68860;15.05.2023 08:00;14,4
Trondheim - Voll;SN68860;15.05.2023 09:00;15,3
Trondheim - Voll;SN68860;15.05.2023 10:00;12,7
Trondheim - Voll;SN68860;15.05.2023 11:00;12,6
Trondheim - Voll;SN68860;15.05.2023 12:00;12,9
Trondheim - Voll;SN68860;15.05.2023 13:00;13,2
Trondheim - Voll;SN68860;15.05.2023 14:00;11,6
Trondheim - Voll;SN68860;15.05.2023 15:00;11,2
Trondheim - Voll;SN68860;15.05.2023 16:00;10,9
Trondheim - Voll;SN68860;15.05.2023 17:00;10,3
Trondheim - Voll;SN68860;15.05.2023 18:00;10,2
Trondheim - Voll;SN68860;15.05.2023 19:00;9,7
Trondheim - Voll;SN68860;15.05.2023 20:00;9,3
Trondheim - Voll;SN68860;15.05.2023 21:00;9
Trondheim - Voll;SN68860;15.05.2023 22:00;8,9
Trondheim - Voll;SN68860;15.05.2023 23:00;8,4
Trondheim - Voll;SN68860;16.05.2023 00:00;8
Trondheim - Voll;SN68860;16.05.2023 01:00;8
Trondheim - Voll;SN68860;16.05.2023 02:00;7,8
Trondheim - Voll;SN68860;16.05.2023 03:00;7,6
Trondheim - Voll;SN68860;16.05.2023 04:00;7,6
Trondheim - Voll;SN68860;16.05.2023 05:00;7,3
Trondheim - Voll;SN68860;16.05.2023 06:00;6,6
Trondheim - Voll;SN68860;16.05.2023 07:00;6,5
Trondheim - Voll;SN68860;16.05.2023 08:00;6,8
Trondheim - Voll;SN68860;16.05.2023 09:00;7
Trondheim - Voll;SN68860;16.05.2023 10:00;7,5
Trondheim - Voll;SN68860;16.05.2023 11:00;8,5
Trondheim - Voll;SN68860;16.05.2023 12:00;9,7
Trondheim - Voll;SN68860;16.05.2023 13:00;9,2
Trondheim - Voll;SN68860;16.05.2023 14:00;11,1
Trondheim - Voll;SN68860;16.05.2023 15:00;9,9
Trondheim - Voll;SN68860;16.05.2023 16:00;6,7
Trondheim - Voll;SN68860;16.05.2023 17:00;5,7
Trondheim - Voll;SN68860;16.05.2023 18:00;5,3
Trondheim - Voll;SN68860;16.05.2023 19:00;4,9
Trondheim - Voll;SN68860;16.05.2023 20:00;4,6
Trondheim - Voll;SN68860;16.05.2023 21:00;4
Trondheim - Voll;SN68860;16.05.2023 22:00;3,6
Trondheim - Voll;SN68860;16.05.2023 23:00;2,8
Trondheim - Voll;SN68860;17.05.2023 00:00;3
Trondheim - Voll;SN68860;17.05.2023 01:00;2,6
Trondheim - Voll;SN68860;17.05.2023 02:00;2,4
Trondheim - Voll;SN68860;17.05.2023 03:00;2,7
Trondheim - Voll;SN68860;17.05.2023 04:00;2,6
Trondheim - Voll;SN68860;17.05.2023 05:00;3,5
Trondheim - Voll;SN68860;17.05.2023 06:00;5,6
Trondheim - Voll;SN68860;17.05.2023 07:00;5,9
Trondheim - Voll;SN68860;17.05.2023 08:00;5,7
Trondheim - Voll;SN68860;17.05.2023 09:00;4,9
Trondheim - Voll;SN68860;17.05.2023 10:00;4,5
Trondheim - Voll;SN68860;17.05.2023 11:00;4
Trondheim - Voll;SN68860;17.05.2023 12:00;5,8
Trondheim - Voll;SN68860;17.05.2023 13:00;5,7
Trondheim - Voll;SN68860;17.05.2023 14:00;4,3
Trondheim - Voll;SN68860;17.05.2023 15:00;3,8
Trondheim - Voll;SN68860;17.05.2023 16:00;4,3
Trondheim - Voll;SN68860;17.05.2023 17:00;5,6
Trondheim - Voll;SN68860;17.05.2023 18:00;6,3
Trondheim - Voll;SN68860;17.05.2023 19:00;4,8
Trondheim - Voll;SN68860;17.05.2023 20:00;4,7
Trondheim - Voll;SN68860;17.05.2023 21:00;4,3
Trondheim - Voll;SN68860;17.05.2023 22:00;3,8
Trondheim - Voll;SN68860;17.05.2023 23:00;2,8
Trondheim - Voll;SN68860;18.05.2023 00:00;2,8
Trondheim - Voll;SN68860;18.05.2023 01:00;3
Trondheim - Voll;SN68860;18.05.2023 02:00;2,9
Trondheim - Voll;SN68860;18.05.2023 03:00;3,1
Trondheim - Voll;SN68860;18.05.2023 04:00;3,1
Trondheim - Voll;SN68860;18.05.2023 05:00;3,5
Trondheim - Voll;SN68860;18.05.2023 06:00;4,2
Trondheim - Voll;SN68860;18.05.2023 07:00;5,4
Trondheim - Voll;SN68860;18.05.2023 08:00;6,9
Trondheim - Voll;SN68860;18.05.2023 09:00;8,5
Trondheim - Voll;SN68860;18.05.2023 10:00;9
Trondheim - Voll;SN68860;18.05.2023 11:00;10,2
Trondheim - Voll;SN68860;18.05.2023 12:00;11
Trondheim - Voll;SN68860;18.05.2023 13:00;11,8
Trondheim - Voll;SN68860;18.05.2023 14:00;12,4
Trondheim - Voll;SN68860;18.05.2023 15:00;12,8
Trondheim - Voll;SN68860;18.05.2023 16:00;12,5
Trondheim - Voll;SN68860;18.05.2023 17:00;12,4
Trondheim - Voll;SN68860;18.05.2023 18:00;12,9
Trondheim - Voll;SN68860;18.05.2023 19:00;12,6
Trondheim - Voll;SN68860;18.05.2023 20:00;11,9
Trondheim - Voll;SN68860;18.05.2023 21:00;10,9
Trondheim - Voll;SN68860;18.05.2023 22:00;9,6
Trondheim - Voll;SN68860;18.05.2023 23:00;10
Trondheim - Voll;SN68860;19.05.2023 00:00;9,9
Trondheim - Voll;SN68860;19.05.2023 01:00;10,1
Trondheim - Voll;SN68860;19.05.2023 02:00;10,4
Trondheim - Voll;SN68860;19.05.2023 03:00;9,9
Trondheim - Voll;SN68860;19.05.2023 04:00;9,4
Trondheim - Voll;SN68860;19.05.2023 05:00;9,6
Trondheim - Voll;SN68860;19.05.2023 06:00;9,8
Trondheim - Voll;SN68860;19.05.2023 07:00;10,1
Trondheim - Voll;SN68860;19.05.2023 08:00;11,5
Trondheim - Voll;SN68860;19.05.2023 09:00;11,5
Trondheim - Voll;SN68860;19.05.2023 10:00;12,8
Trondheim - Voll;SN68860;19.05.2023 11:00;14,3
Trondheim - Voll;SN68860;19.05.2023 12:00;14,9
Trondheim - Voll;SN68860;19.05.2023 13:00;15,2
Trondheim - Voll;SN68860;19.05.2023 14:00;16,4
Trondheim - Voll;SN68860;19.05.2023 15:00;13,3
Trondheim - Voll;SN68860;19.05.2023 16:00;13,6
Trondheim - Voll;SN68860;19.05.2023 17:00;12,5
Trondheim - Voll;SN68860;19.05.2023 18:00;12
Trondheim - Voll;SN68860;19.05.2023 19:00;11,3
Trondheim - Voll;SN68860;19.05.2023 20:00;11,1
Trondheim - Voll;SN68860;19.05.2023 21:00;10,8
Trondheim - Voll;SN68860;19.05.2023 22:00;10,7
Trondheim - Voll;SN68860;19.05.2023 23:00;10,7
Trondheim - Voll;SN68860;20.05.2023 00:00;10,4
Trondheim - Voll;SN68860;20.05.2023 01:00;10,4
Trondheim - Voll;SN68860;20.05.2023 02:00;9,7
Trondheim - Voll;SN68860;20.05.2023 03:00;9,2
Trondheim - Voll;SN68860;20.05.2023 04:00;8,5
Trondheim - Voll;SN68860;20.05.2023 05:00;8,7
Trondheim - Voll;SN68860;20.05.2023 06:00;10
Trondheim - Voll;SN68860;20.05.2023 07:00;11,2
Trondheim - Voll;SN68860;20.05.2023 08:00;13,6
Trondheim - Voll;SN68860;20.05.2023 09:00;13,8
Trondheim - Voll;SN68860;20.05.2023 10:00;13,6
Trondheim - Voll;SN68860;20.05.2023 11:00;15,2
Trondheim - Voll;SN68860;20.05.2023 12:00;16,4
Trondheim - Voll;SN68860;20.05.2023 13:00;16,5
Trondheim - Voll;SN68860;20.05.2023 14:00;17,9
Trondheim - Voll;SN68860;20.05.2023 15:00;18
Trondheim - Voll;SN68860;20.05.2023 16:00;18,7
Trondheim - Voll;SN68860;20.05.2023 17:00;16,5
Trondheim - Voll;SN68860;20.05.2023 18:00;14,1
Trondheim - Voll;SN68860;20.05.2023 19:00;13,1
Trondheim - Voll;SN68860;20.05.2023 20:00;12,5
Trondheim - Voll;SN68860;20.05.2023 21:00;11,8
Trondheim - Voll;SN68860;20.05.2023 22:00;10,9
Trondheim - Voll;SN68860;20.05.2023 23:00;9,7
Trondheim - Voll;SN68860;21.05.2023 00:00;9,5
Trondheim - Voll;SN68860;21.05.2023 01:00;7,9
Trondheim - Voll;SN68860;21.05.2023 02:00;8
Trondheim - Voll;SN68860;21.05.2023 03:00;8
Trondheim - Voll;SN68860;21.05.2023 04:00;7,6
Trondheim - Voll;SN68860;21.05.2023 05:00;7,5
Trondheim - Voll;SN68860;21.05.2023 06:00;8,7
Trondheim - Voll;SN68860;21.05.2023 07:00;9,8
Trondheim - Voll;SN68860;21.05.2023 08:00;11,2
Trondheim - Voll;SN68860;21.05.2023 09:00;12,6
Trondheim - Voll;SN68860;21.05.2023 10:00;14
Trondheim - Voll;SN68860;21.05.2023 11:00;15,6
Trondheim - Voll;SN68860;21.05.2023 12:00;15
Trondheim - Voll;SN68860;21.05.2023 13:00;16,5
Trondheim - Voll;SN68860;21.05.2023 14:00;15,7
Trondheim - Voll;SN68860;21.05.2023 15:00;15,9
Trondheim - Voll;SN68860;21.05.2023 16:00;15,6
Trondheim - Voll;SN68860;21.05.2023 17:00;14,4
Trondheim - Voll;SN68860;21.05.2023 18:00;14,1
Trondheim - Voll;SN68860;21.05.2023 19:00;13,9
Trondheim - Voll;SN68860;21.05.2023 20:00;12,7
Trondheim - Voll;SN68860;21.05.2023 21:00;11,1
Trondheim - Voll;SN68860;21.05.2023 22:00;10
Trondheim - Voll;SN68860;21.05.2023 23:00;8,7
Trondheim - Voll;SN68860;22.05.2023 00:00;8,1
Trondheim - Voll;SN68860;22.05.2023 01:00;7,1
Trondheim - Voll;SN68860;22.05.2023 02:00;6,6
Trondheim - Voll;SN68860;22.05.2023 03:00;6,7
Trondheim - Voll;SN68860;22.05.2023 04:00;6,3
Trondheim - Voll;SN68860;22.05.2023 05:00;7,8
Trondheim - Voll;SN68860;22.05.2023 06:00;9,1
Trondheim - Voll;SN68860;22.05.2023 07:00;11
Trondheim - Voll;SN68860;22.05.2023 08:00;12,4
Trondheim - Voll;SN68860;22.05.2023 09:00;14,3
Trondheim - Voll;SN68860;22.05.2023 10:00;15,3
Trondheim - Voll;SN68860;22.05.2023 11:00;16,2
Trondheim - Voll;SN68860;22.05.2023 12:00;18,4
Trondheim - Voll;SN68860;22.05.2023 13:00;20,1
Trondheim - Voll;SN68860;22.05.2023 14:00;20,8
Trondheim - Voll;SN68860;22.05.2023 15:00;21,5
Trondheim - Voll;SN68860;22.05.2023 16:00;19,9
Trondheim - Voll;SN68860;22.05.2023 17:00;17,7
Trondheim - Voll;SN68860;22.05.2023 18:00;14,4
Trondheim - Voll;SN68860;22.05.2023 19:00;13,2
Trondheim - Voll;SN68860;22.05.2023 20:00;12,6
Trondheim - Voll;SN68860;22.05.2023 21:00;10,9
Trondheim - Voll;SN68860;22.05.2023 22:00;9,7
Trondheim - Voll;SN68860;22.05.2023 23:00;8,9
Trondheim - Voll;SN68860;23.05.2023 00:00;8,5
Trondheim - Voll;SN68860;23.05.2023 01:00;8,5
Trondheim - Voll;SN68860;23.05.2023 02:00;8,1
Trondheim - Voll;SN68860;23.05.2023 03:00;7,5
Trondheim - Voll;SN68860;23.05.2023 04:00;7,4
Trondheim - Voll;SN68860;23.05.2023 05:00;7
Trondheim - Voll;SN68860;23.05.2023 06:00;6,9
Trondheim - Voll;SN68860;23.05.2023 07:00;6,5
Trondheim - Voll;SN68860;23.05.2023 08:00;6,6
Trondheim - Voll;SN68860;23.05.2023 09:00;6,8
Trondheim - Voll;SN68860;23.05.2023 10:00;7
Trondheim - Voll;SN68860;23.05.2023 11:00;7,4
Trondheim - Voll;SN68860;23.05.2023 12:00;7,5
Trondheim - Voll;SN68860;23.05.2023 13:00;8,5
Trondheim - Voll;SN68860;23.05.2023 14:00;8,9
Trondheim - Voll;SN68860;23.05.2023 15:00;9,5
Trondheim - Voll;SN68860;23.05.2023 16:00;9,6
Trondheim - Voll;SN68860;23.05.2023 17:00;10
Trondheim - Voll;SN68860;23.05.2023 18:00;9,6
Trondheim - Voll;SN68860;23.05.2023 19:00;10
Trondheim - Voll;SN68860;23.05.2023 20:00;9,8
Trondheim - Voll;SN68860;23.05.2023 21:00;9,4
Trondheim - Voll;SN68860;23.05.2023 22:00;9,3
Trondheim - Voll;SN68860;23.05.2023 23:00;8,3
Trondheim - Voll;SN68860;24.05.2023 00:00;7
Trondheim - Voll;SN68860;24.05.2023 01:00;7,3
Trondheim - Voll;SN68860;24.05.2023 02:00;5,7
Trondheim - Voll;SN68860;24.05.2023 03:00;6
Trondheim - Voll;SN68860;24.05.2023 04:00;6,3
Trondheim - Voll;SN68860;24.05.2023 05:00;6,8
Trondheim - Voll;SN68860;24.05.2023 06:00;7,4
Trondheim - Voll;SN68860;24.05.2023 07:00;8,1
Trondheim - Voll;SN68860;24.05.2023 08:00;8,4
Trondheim - Voll;SN68860;24.05.2023 09:00;9
Trondheim - Voll;SN68860;24.05.2023 10:00;10,8
Trondheim - Voll;SN68860;24.05.2023 11:00;11,1
Trondheim - Voll;SN68860;24.05.2023 12:00;11,5
Trondheim - Voll;SN68860;24.05.2023 13:00;10,1
Trondheim - Voll;SN68860;24.05.2023 14:00;10,1
Trondheim - Voll;SN68860;24.05.2023 15:00;9,8
Trondheim - Voll;SN68860;24.05.2023 16:00;9,8
Trondheim - Voll;SN68860;24.05.2023 17:00;10,7
Trondheim - Voll;SN68860;24.05.2023 18:00;9,3
Trondheim - Voll;SN68860;24.05.2023 19:00;8
Trondheim - Voll;SN68860;24.05.2023 20:00;8,3
Trondheim - Voll;SN68860;24.05.2023 21:00;5,8
Trondheim - Voll;SN68860;24.05.2023 22:00;5,9
Trondheim - Voll;SN68860;24.05.2023 23:00;5,6
Trondheim - Voll;SN68860;25.05.2023 00:00;5,3
Trondheim - Voll;SN68860;25.05.2023 01:00;5,2
Trondheim - Voll;SN68860;25.05.2023 02:00;5
Trondheim - Voll;SN68860;25.05.2023 03:00;4,9
Trondheim - Voll;SN68860;25.05.2023 04:00;4,6
Trondheim - Voll;SN68860;25.05.2023 05:00;4,9
Trondheim - Voll;SN68860;25.05.2023 06:00;6,2
Trondheim - Voll;SN68860;25.05.2023 07:00;6
Trondheim - Voll;SN68860;25.05.2023 08:00;5
Trondheim - Voll;SN68860;25.05.2023 09:00;5
Trondheim - Voll;SN68860;25.05.2023 10:00;6,4
Trondheim - Voll;SN68860;25.05.2023 11:00;5,9
Trondheim - Voll;SN68860;25.05.2023 12:00;7,6
Trondheim - Voll;SN68860;25.05.2023 13:00;7,7
Trondheim - Voll;SN68860;25.05.2023 14:00;8,1
Trondheim - Voll;SN68860;25.05.2023 15:00;7,8
Trondheim - Voll;SN68860;25.05.2023 16:00;8,2
Trondheim - Voll;SN68860;25.05.2023 17:00;6,3
Trondheim - Voll;SN68860;25.05.2023 18:00;6,2
Trondheim - Voll;SN68860;25.05.2023 19:00;6,4
Trondheim - Voll;SN68860;25.05.2023 20:00;5,4
Trondheim - Voll;SN68860;25.05.2023 21:00;5
Trondheim - Voll;SN68860;25.05.2023 22:00;3,7
Trondheim - Voll;SN68860;25.05.2023 23:00;3
Trondheim - Voll;SN68860;26.05.2023 00:00;2,9
Trondheim - Voll;SN68860;26.05.2023 01:00;2,5
Trondheim - Voll;SN68860;26.05.2023 02:00;2,9
Trondheim - Voll;SN68860;26.05.2023 03:00;2,8
Trondheim - Voll;SN68860;26.05.2023 04:00;3,1
Trondheim - Voll;SN68860;26.05.2023 05:00;3,5
Trondheim - Voll;SN68860;26.05.2023 06:00;4,6
Trondheim - Voll;SN68860;26.05.2023 07:00;4,7
Trondheim - Voll;SN68860;26.05.2023 08:00;5,9
Trondheim - Voll;SN68860;26.05.2023 09:00;6,6
Trondheim - Voll;SN68860;26.05.2023 10:00;5,5
Trondheim - Voll;SN68860;26.05.2023 11:00;5,4
Trondheim - Voll;SN68860;26.05.2023 12:00;6,2
Trondheim - Voll;SN68860;26.05.2023 13:00;7,5
Trondheim - Voll;SN68860;26.05.2023 14:00;4,9
Trondheim - Voll;SN68860;26.05.2023 15:00;6,2
Trondheim - Voll;SN68860;26.05.2023 16:00;7,9
Trondheim - Voll;SN68860;26.05.2023 17:00;9,9
Trondheim - Voll;SN68860;26.05.2023 18:00;7,5
Trondheim - Voll;SN68860;26.05.2023 19:00;6,2
Trondheim - Voll;SN68860;26.05.2023 20:00;5,8
Trondheim - Voll;SN68860;26.05.2023 21:00;6,3
Trondheim - Voll;SN68860;26.05.2023 22:00;6,6
Trondheim - Voll;SN68860;26.05.2023 23:00;6,4
Trondheim - Voll;SN68860;27.05.2023 00:00;6,2
Trondheim - Voll;SN68860;27.05.2023 01:00;6,5
Trondheim - Voll;SN68860;27.05.2023 02:00;6,6
Trondheim - Voll;SN68860;27.05.2023 03:00;6,5
Trondheim - Voll;SN68860;27.05.2023 04:00;6,9
Trondheim - Voll;SN68860;27.05.2023 05:00;6,8
Trondheim - Voll;SN68860;27.05.2023 06:00;6,8
Trondheim - Voll;SN68860;27.05.2023 07:00;6,6
Trondheim - Voll;SN68860;27.05.2023 08:00;8,5
Trondheim - Voll;SN68860;27.05.2023 09:00;10,8
Trondheim - Voll;SN68860;27.05.2023 10:00;10,7
Trondheim - Voll;SN68860;27.05.2023 11:00;9,8
Trondheim - Voll;SN68860;27.05.2023 12:00;9,4
Trondheim - Voll;SN68860;27.05.2023 13:00;9,5
Trondheim - Voll;SN68860;27.05.2023 14:00;10,2
Trondheim - Voll;SN68860;27.05.2023 15:00;11,8
Trondheim - Voll;SN68860;27.05.2023 16:00;11,6
Trondheim - Voll;SN68860;27.05.2023 17:00;12,1
Trondheim - Voll;SN68860;27.05.2023 18:00;12,4
Trondheim - Voll;SN68860;27.05.2023 19:00;13
Trondheim - Voll;SN68860;27.05.2023 20:00;11,7
Trondheim - Voll;SN68860;27.05.2023 21:00;8,8
Trondheim - Voll;SN68860;27.05.2023 22:00;8,9
Trondheim - Voll;SN68860;27.05.2023 23:00;8
Trondheim - Voll;SN68860;28.05.2023 00:00;7,4
Trondheim - Voll;SN68860;28.05.2023 01:00;7,1
Trondheim - Voll;SN68860;28.05.2023 02:00;7,3
Trondheim - Voll;SN68860;28.05.2023 03:00;7,4
Trondheim - Voll;SN68860;28.05.2023 04:00;6,6
Trondheim - Voll;SN68860;28.05.2023 05:00;6,5
Trondheim - Voll;SN68860;28.05.2023 06:00;6,5
Trondheim - Voll;SN68860;28.05.2023 07:00;6,5
Trondheim - Voll;SN68860;28.05.2023 08:00;6,5
Trondheim - Voll;SN68860;28.05.2023 09:00;5,3
Trondheim - Voll;SN68860;28.05.2023 10:00;5,8
Trondheim - Voll;SN68860;28.05.2023 11:00;5,7
Trondheim - Voll;SN68860;28.05.2023 12:00;6,2
Trondheim - Voll;SN68860;28.05.2023 13:00;4,8
Trondheim - Voll;SN68860;28.05.2023 14:00;6,3
Trondheim - Voll;SN68860;28.05.2023 15:00;5,4
Trondheim - Voll;SN68860;28.05.2023 16:00;4,6
Trondheim - Voll;SN68860;28.05.2023 17:00;4,4
Trondheim - Voll;SN68860;28.05.2023 18:00;4,5
Trondheim - Voll;SN68860;28.05.2023 19:00;5,1
Trondheim - Voll;SN68860;28.05.2023 20:00;5
Trondheim - Voll;SN68860;28.05.2023 21:00;4,8
Trondheim - Voll;SN68860;28.05.2023 22:00;4,8
Trondheim - Voll;SN68860;28.05.2023 23:00;4,4
Trondheim - Voll;SN68860;29.05.2023 00:00;3,9
Trondheim - Voll;SN68860;29.05.2023 01:00;3,2
Trondheim - Voll;SN68860;29.05.2023 02:00;3,2
Trondheim - Voll;SN68860;29.05.2023 03:00;3,2
Trondheim - Voll;SN68860;29.05.2023 04:00;3,8
Trondheim - Voll;SN68860;29.05.2023 05:00;4,3
Trondheim - Voll;SN68860;29.05.2023 06:00;5,1
Trondheim - Voll;SN68860;29.05.2023 07:00;5,2
Trondheim - Voll;SN68860;29.05.2023 08:00;5,5
Trondheim - Voll;SN68860;29.05.2023 09:00;5,7
Trondheim - Voll;SN68860;29.05.2023 10:00;5,9
Trondheim - Voll;SN68860;29.05.2023 11:00;7,2
Trondheim - Voll;SN68860;29.05.2023 12:00;8,3
Trondheim - Voll;SN68860;29.05.2023 13:00;8,8
Trondheim - Voll;SN68860;29.05.2023 14:00;8,6
Trondheim - Voll;SN68860;29.05.2023 15:00;8,1
